Kode Provinsi,Provinsi,Kode Kab/Kota,Kabupaten/Kota,Jenis Wilayah,Kode Kecamatan,Kecamatan
1300000,Sumatera Barat,1309000,Pasaman,Kabupaten,1309124,Rao Selatan
1300000,Sumatera Barat,1309000,Pasaman,Kabupaten,1309125,Rao Utara
1300000,Sumatera Barat,1310000,Solok Selatan,Kabupaten,1310010,Sangir
1300000,Sumatera Barat,1310000,Solok Selatan,Kabupaten,1310020,Sangir Jujuan
1300000,Sumatera Barat,1310000,Solok Selatan,Kabupaten,1310021,Sangir Balai Janggo
1300000,Sumatera Barat,1310000,Solok Selatan,Kabupaten,1310030,Sangir Batang Hari
1300000,Sumatera Barat,1310000,Solok Selatan,Kabupaten,1310040,Sungai Pagu
1300000,Sumatera Barat,1310000,Solok Selatan,Kabupaten,1310041,Pauh Duo
1300000,Sumatera Barat,1310000,Solok Selatan,Kabupaten,1310050,Koto Parik Gadang Diateh
1300000,Sumatera Barat,1311000,Dharmasraya,Kabupaten,1311010,Sungai Rumbai
1300000,Sumatera Barat,1311000,Dharmasraya,Kabupaten,1311011,Koto Besar
1300000,Sumatera Barat,1311000,Dharmasraya,Kabupaten,1311012,Asam Jujuhan
1300000,Sumatera Barat,1311000,Dharmasraya,Kabupaten,1311020,Koto Baru
1300000,Sumatera Barat,1311000,Dharmasraya,Kabupaten,1311021,Koto Salak
1300000,Sumatera Barat,1311000,Dharmasraya,Kabupaten,1311022,Tiumang
1300000,Sumatera Barat,1311000,Dharmasraya,Kabupaten,1311023,Padang Laweh
1300000,Sumatera Barat,1311000,Dharmasraya,Kabupaten,1311030,Sitiung
1300000,Sumatera Barat,1311000,Dharmasraya,Kabupaten,1311031,Timpeh
1300000,Sumatera Barat,1311000,Dharmasraya,Kabupaten,1311040,Pulau Punjung
1300000,Sumatera Barat,1311000,Dharmasraya,Kabupaten,1311041,IX Koto
1300000,Sumatera Barat,1312000,Pasaman Barat,Kabupaten,1312010,Sungai Beremas
1300000,Sumatera Barat,1312000,Pasaman Barat,Kabupaten,1312020,Ranah Batahan
1300000,Sumatera Barat,1312000,Pasaman Barat,Kabupaten,1312030,Koto Balingka
1300000,Sumatera Barat,1312000,Pasaman Barat,Kabupaten,1312040,Sungai Aur
1300000,Sumatera Barat,1312000,Pasaman Barat,Kabupaten,1312050,Lembah Melintang
1300000,Sumatera Barat,1312000,Pasaman Barat,Kabupaten,1312060,Gunung Tuleh
1300000,Sumatera Barat,1312000,Pasaman Barat,Kabupaten,1312070,Talamau
1300000,Sumatera Barat,1312000,Pasaman Barat,Kabupaten,1312080,Pasaman
1300000,Sumatera Barat,1312000,Pasaman Barat,Kabupaten,1312090,Luhak Nan Duo
1300000,Sumatera Barat,1312000,Pasaman Barat,Kabupaten,1312100,Sasak Ranah Pasisie
1300000,Sumatera Barat,1312000,Pasaman Barat,Kabupaten,1312110,Kinali
1300000,Sumatera Barat,1371000,Padang,Kota,1371010,Bungus Teluk Kabung
1300000,Sumatera Barat,1371000,Padang,Kota,1371020,Lubuk Kilangan
1300000,Sumatera Barat,1371000,Padang,Kota,1371030,Lubuk Begalung
1300000,Sumatera Barat,1371000,Padang,Kota,1371040,Padang Selatan
1300000,Sumatera Barat,1371000,Padang,Kota,1371050,Padang Timur
1300000,Sumatera Barat,1371000,Padang,Kota,1371060,Padang Barat
1300000,Sumatera Barat,1371000,Padang,Kota,1371070,Padang Utara
1300000,Sumatera Barat,1371000,Padang,Kota,1371080,Nanggalo
1300000,Sumatera Barat,1371000,Padang,Kota,1371090,Kuranji
1300000,Sumatera Barat,1371000,Padang,Kota,1371100,Pauh
1300000,Sumatera Barat,1371000,Padang,Kota,1371110,Koto Tangah
1300000,Sumatera Barat,1372000,Solok,Kota,1372010,Lubuk Sikarah
1300000,Sumatera Barat,1372000,Solok,Kota,1372020,Tanjung Harapan
1300000,Sumatera Barat,1373000,Sawah Lunto,Kota,1373010,Silungkang
1300000,Sumatera Barat,1373000,Sawah Lunto,Kota,1373020,Lembah Segar
1300000,Sumatera Barat,1373000,Sawah Lunto,Kota,1373030,Barangin
1300000,Sumatera Barat,1373000,Sawah Lunto,Kota,1373040,Talawi
1300000,Sumatera Barat,1374000,Padang Panjang,Kota,1374010,Padang Panjang Barat
1300000,Sumatera Barat,1374000,Padang Panjang,Kota,1374020,Padang Panjang Timur
1300000,Sumatera Barat,1375000,Bukittinggi,Kota,1375010,Guguk Panjang
1300000,Sumatera Barat,1375000,Bukittinggi,Kota,1375020,Mandiangin Koto Selayan
1300000,Sumatera Barat,1375000,Bukittinggi,Kota,1375030,Aur Birugo Tigo Baleh
1300000,Sumatera Barat,1376000,Payakumbuh,Kota,1376010,Payakumbuh Barat
1300000,Sumatera Barat,1376000,Payakumbuh,Kota,1376011,Payakumbuh Selatan
1300000,Sumatera Barat,1376000,Payakumbuh,Kota,1376020,Payakumbuh Timur
1300000,Sumatera Barat,1376000,Payakumbuh,Kota,1376030,Payakumbuh Utara
1300000,Sumatera Barat,1376000,Payakumbuh,Kota,1376031,Lamposi Tigo Nagori
1300000,Sumatera Barat,1377000,Pariaman,Kota,1377010,Pariaman Selatan
1300000,Sumatera Barat,1377000,Pariaman,Kota,1377020,Pariaman Tengah
1300000,Sumatera Barat,1377000,Pariaman,Kota,1377021,Pariaman Timur
1300000,Sumatera Barat,1377000,Pariaman,Kota,1377030,Pariaman Utara
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401010,Kuantan Mudik
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401011,Hulu Kuantan
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401012,Gunung Toar
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401013,Pucuk Rantau
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401020,Singingi
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401021,Singingi Hilir
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401030,Kuantan Tengah
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401031,Sentajo Raya
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401040,Benai
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401050,Kuantan Hilir
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401051,Pangean
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401052,Logas Tanah Darat
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401053,Kuantan Hilir Seberang
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401060,Cerenti
1400000,Riau,1401000,Kuantan Singingi,Kabupaten,1401061,Inuman
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402010,Peranap
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402011,Batang Peranap
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402020,Seberida
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402021,Batang Cenaku
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402022,Batang Gansal
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402030,Kelayang
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402031,Rakit Kulim
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402040,Pasir Penyu
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402041,Lirik
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402042,Sungai Lala
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402043,Lubuk Batu Jaya
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402050,Rengat Barat
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402060,Rengat
1400000,Riau,1402000,Indragiri Hulu,Kabupaten,1402061,Kuala Cenaku
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403010,Keritang
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403011,Kemuning
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403020,Reteh
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403021,Sungai Batang
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403030,Enok
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403040,Tanah Merah
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403050,Kuala Indragiri
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403051,Concong
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403060,Tembilahan
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403061,Tembilahan Hulu
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403070,Tempuling
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403071,Kempas
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403080,Batang Tuaka
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403090,Gaung Anak Serka
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403100,Gaung
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403110,Mandah
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403120,Kateman
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403121,Pelangiran
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403122,Teluk Belengkong
1400000,Riau,1403000,Indragiri Hilir,Kabupaten,1403123,Pulau Burung
1400000,Riau,1404000,Pelalawan,Kabupaten,1404010,Langgam
1400000,Riau,1404000,Pelalawan,Kabupaten,1404011,Pangkalan Kerinci
1400000,Riau,1404000,Pelalawan,Kabupaten,1404012,Bandar Seikijang
1400000,Riau,1404000,Pelalawan,Kabupaten,1404020,Pangkalan Kuras
1400000,Riau,1404000,Pelalawan,Kabupaten,1404021,Ukui
1400000,Riau,1404000,Pelalawan,Kabupaten,1404022,Pangkalan Lesung
1400000,Riau,1404000,Pelalawan,Kabupaten,1404030,Bunut
1400000,Riau,1404000,Pelalawan,Kabupaten,1404031,Pelalawan
1400000,Riau,1404000,Pelalawan,Kabupaten,1404032,Bandar Petalangan
1400000,Riau,1404000,Pelalawan,Kabupaten,1404040,Kuala Kampar
1400000,Riau,1404000,Pelalawan,Kabupaten,1404041,Kerumutan
1400000,Riau,1404000,Pelalawan,Kabupaten,1404042,Teluk Meranti
1400000,Riau,1405000,Siak,Kabupaten,1405010,Minas
1400000,Riau,1405000,Siak,Kabupaten,1405011,Sungai Mandau
1400000,Riau,1405000,Siak,Kabupaten,1405012,Kandis
1400000,Riau,1405000,Siak,Kabupaten,1405020,Siak
1400000,Riau,1405000,Siak,Kabupaten,1405021,Kerinci Kanan
1400000,Riau,1405000,Siak,Kabupaten,1405022,Tualang
1400000,Riau,1405000,Siak,Kabupaten,1405023,Dayun
1400000,Riau,1405000,Siak,Kabupaten,1405024,Lubuk Dalam
1400000,Riau,1405000,Siak,Kabupaten,1405025,Koto Gasib
1400000,Riau,1405000,Siak,Kabupaten,1405026,Mempura
1400000,Riau,1405000,Siak,Kabupaten,1405030,Sungai Apit
1400000,Riau,1405000,Siak,Kabupaten,1405031,Bunga Raya
1400000,Riau,1405000,Siak,Kabupaten,1405032,Sabak Auh
1400000,Riau,1405000,Siak,Kabupaten,1405033,Pusako
1400000,Riau,1406000,Kampar,Kabupaten,1406010,Kampar Kiri
1400000,Riau,1406000,Kampar,Kabupaten,1406011,Kampar Kiri Hulu
1400000,Riau,1406000,Kampar,Kabupaten,1406012,Kampar Kiri Hilir
1400000,Riau,1406000,Kampar,Kabupaten,1406013,Gunung Sahilan
1400000,Riau,1406000,Kampar,Kabupaten,1406014,Kampar Kiri Tengah
1400000,Riau,1406000,Kampar,Kabupaten,1406020,XIII Koto Kampar
1400000,Riau,1406000,Kampar,Kabupaten,1406021,Koto Kampar Hulu
1400000,Riau,1406000,Kampar,Kabupaten,1406030,Kuok
1400000,Riau,1406000,Kampar,Kabupaten,1406031,Salo
1400000,Riau,1406000,Kampar,Kabupaten,1406040,Tapung
1400000,Riau,1406000,Kampar,Kabupaten,1406041,Tapung Hulu
1400000,Riau,1406000,Kampar,Kabupaten,1406042,Tapung Hilir
1400000,Riau,1406000,Kampar,Kabupaten,1406050,Bangkinang Kota
1400000,Riau,1406000,Kampar,Kabupaten,1406051,Bangkinang
1400000,Riau,1406000,Kampar,Kabupaten,1406060,Kampar
1400000,Riau,1406000,Kampar,Kabupaten,1406061,Kampa
1400000,Riau,1406000,Kampar,Kabupaten,1406062,Rumbio Jaya
1400000,Riau,1406000,Kampar,Kabupaten,1406063,Kampar Utara
1400000,Riau,1406000,Kampar,Kabupaten,1406070,Tambang
1400000,Riau,1406000,Kampar,Kabupaten,1406080,Siak Hulu
1400000,Riau,1406000,Kampar,Kabupaten,1406081,Perhentian Raja
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407010,Rokan IV Koto
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407011,Pendalian IV Koto
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407020,Tandun
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407021,Kabun
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407022,Ujung Batu
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407030,Rambah Samo
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407040,Rambah
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407041,Rambah Hilir
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407042,Bangun Purba
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407050,Tambusai
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407051,Tambusai Utara
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407060,Kepenuhan
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407061,Kepenuhan Hulu
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407070,Kunto Darussalam
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407071,Pagaran Tapah Darussalam
1400000,Riau,1407000,Rokan Hulu,Kabupaten,1407072,Bonai Darussalam
1400000,Riau,1408000,Bengkalis,Kabupaten,1408010,Mandau
1400000,Riau,1408000,Bengkalis,Kabupaten,1408011,Pinggir
1400000,Riau,1408000,Bengkalis,Kabupaten,1408012,Bathin Solapan
1400000,Riau,1408000,Bengkalis,Kabupaten,1408013,Talang Muandau
1400000,Riau,1408000,Bengkalis,Kabupaten,1408020,Bukit Batu
1400000,Riau,1408000,Bengkalis,Kabupaten,1408021,Siak Kecil
1400000,Riau,1408000,Bengkalis,Kabupaten,1408022,Bandar Laksamana
1400000,Riau,1408000,Bengkalis,Kabupaten,1408030,Rupat
1400000,Riau,1408000,Bengkalis,Kabupaten,1408031,Rupat Utara
1400000,Riau,1408000,Bengkalis,Kabupaten,1408040,Bengkalis
1400000,Riau,1408000,Bengkalis,Kabupaten,1408050,Bantan
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409010,Tanah Putih
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409011,Pujud
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409012,Tanah Putih Tanjung Melawan
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409013,Rantau Kopar
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409014,Tanjung Medan
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409020,Bagan Sinembah
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409021,Simpang Kanan
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409022,Bagan Sinembah Raya
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409023,Balai Jaya
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409030,Kubu
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409031,Pasir Limau Kapas
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409032,Kubu Babussalam
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409040,Bangko
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409041,Sinaboi
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409042,Batu Hampar
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409043,Pekaitan
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409050,Rimba Melintang
1400000,Riau,1409000,Rokan Hilir,Kabupaten,1409051,Bangko Pusako
1400000,Riau,1410000,Kepulauan Meranti,Kabupaten,1410010,Tebing Tinggi Barat
1400000,Riau,1410000,Kepulauan Meranti,Kabupaten,1410020,Tebing Tinggi
1400000,Riau,1410000,Kepulauan Meranti,Kabupaten,1410021,Tebing Tinggi Timur
1400000,Riau,1410000,Kepulauan Meranti,Kabupaten,1410030,Rangsang
1400000,Riau,1410000,Kepulauan Meranti,Kabupaten,1410031,Rangsang Pesisir
1400000,Riau,1410000,Kepulauan Meranti,Kabupaten,1410040,Rangsang Barat
1400000,Riau,1410000,Kepulauan Meranti,Kabupaten,1410050,Merbau
1400000,Riau,1410000,Kepulauan Meranti,Kabupaten,1410051,Pulau Merbau
1400000,Riau,1410000,Kepulauan Meranti,Kabupaten,1410052,Tasik Putri Puyu
1400000,Riau,1471000,Pekanbaru,Kota,1471011,Payung Sekaki
1400000,Riau,1471000,Pekanbaru,Kota,1471012,Tuahmadani
1400000,Riau,1471000,Pekanbaru,Kota,1471013,Binawidya
1400000,Riau,1471000,Pekanbaru,Kota,1471020,Bukit Raya
1400000,Riau,1471000,Pekanbaru,Kota,1471021,Marpoyan Damai
1400000,Riau,1471000,Pekanbaru,Kota,1471022,Tenayan Raya
1400000,Riau,1471000,Pekanbaru,Kota,1471023,Kulim
1400000,Riau,1471000,Pekanbaru,Kota,1471030,Limapuluh
1400000,Riau,1471000,Pekanbaru,Kota,1471040,Sail
1400000,Riau,1471000,Pekanbaru,Kota,1471050,Pekanbaru Kota
1400000,Riau,1471000,Pekanbaru,Kota,1471060,Sukajadi
1400000,Riau,1471000,Pekanbaru,Kota,1471070,Senapelan
1400000,Riau,1471000,Pekanbaru,Kota,1471080,Rumbai
1400000,Riau,1471000,Pekanbaru,Kota,1471082,Rumbai Barat
1400000,Riau,1471000,Pekanbaru,Kota,1471083,Rumbai Timur
1400000,Riau,1473000,Dumai,Kota,1473010,Bukit Kapur
1400000,Riau,1473000,Dumai,Kota,1473011,Medang Kampai
1400000,Riau,1473000,Dumai,Kota,1473012,Sungai Sembilan
1400000,Riau,1473000,Dumai,Kota,1473020,Dumai Barat
1400000,Riau,1473000,Dumai,Kota,1473021,Dumai Selatan
1400000,Riau,1473000,Dumai,Kota,1473030,Dumai Timur
1400000,Riau,1473000,Dumai,Kota,1473031,Dumai Kota
1500000,Jambi,1501000,Kerinci,Kabupaten,1501010,Gunung Raya
1500000,Jambi,1501000,Kerinci,Kabupaten,1501011,Bukit Kerman
1500000,Jambi,1501000,Kerinci,Kabupaten,1501020,Batang Merangin
1500000,Jambi,1501000,Kerinci,Kabupaten,1501030,Keliling Danau
1500000,Jambi,1501000,Kerinci,Kabupaten,1501031,Danau Kerinci Barat
1500000,Jambi,1501000,Kerinci,Kabupaten,1501040,Danau Kerinci
1500000,Jambi,1501000,Kerinci,Kabupaten,1501041,Tanah Cogok
1500000,Jambi,1501000,Kerinci,Kabupaten,1501050,Sitinjau Laut
1500000,Jambi,1501000,Kerinci,Kabupaten,1501070,Air Hangat
1500000,Jambi,1501000,Kerinci,Kabupaten,1501071,Air Hangat Timur
1500000,Jambi,1501000,Kerinci,Kabupaten,1501072,Depati VII
1500000,Jambi,1501000,Kerinci,Kabupaten,1501073,Air Hangat Barat
1500000,Jambi,1501000,Kerinci,Kabupaten,1501080,Gunung Kerinci
1500000,Jambi,1501000,Kerinci,Kabupaten,1501081,Siulak
1500000,Jambi,1501000,Kerinci,Kabupaten,1501082,Siulak Mukai
1500000,Jambi,1501000,Kerinci,Kabupaten,1501090,Kayu Aro
1500000,Jambi,1501000,Kerinci,Kabupaten,1501091,Gunung Tujuh
1500000,Jambi,1501000,Kerinci,Kabupaten,1501092,Kayu Aro Barat
1500000,Jambi,1502000,Merangin,Kabupaten,1502010,Jangkat
1500000,Jambi,1502000,Merangin,Kabupaten,1502011,Jangkat Timur
1500000,Jambi,1502000,Merangin,Kabupaten,1502020,Muara Siau
1500000,Jambi,1502000,Merangin,Kabupaten,1502021,Lembah Masurai
1500000,Jambi,1502000,Merangin,Kabupaten,1502022,Tiang Pumpung
1500000,Jambi,1502000,Merangin,Kabupaten,1502030,Pamenang
1500000,Jambi,1502000,Merangin,Kabupaten,1502031,Pamenang Barat
1500000,Jambi,1502000,Merangin,Kabupaten,1502032,Renah Pamenang
1500000,Jambi,1502000,Merangin,Kabupaten,1502033,Pamenang Selatan
1500000,Jambi,1502000,Merangin,Kabupaten,1502040,Bangko
1500000,Jambi,1502000,Merangin,Kabupaten,1502041,Bangko Barat
1500000,Jambi,1502000,Merangin,Kabupaten,1502042,Nalo Tantan
1500000,Jambi,1502000,Merangin,Kabupaten,1502043,Batang Masumai
1500000,Jambi,1502000,Merangin,Kabupaten,1502050,Sungai Manau
1500000,Jambi,1502000,Merangin,Kabupaten,1502051,Renah Pembarap
1500000,Jambi,1502000,Merangin,Kabupaten,1502052,Pangkalan Jambu
1500000,Jambi,1502000,Merangin,Kabupaten,1502060,Tabir
1500000,Jambi,1502000,Merangin,Kabupaten,1502061,Tabir Ulu
1500000,Jambi,1502000,Merangin,Kabupaten,1502062,Tabir Selatan
1500000,Jambi,1502000,Merangin,Kabupaten,1502063,Tabir Ilir
1500000,Jambi,1502000,Merangin,Kabupaten,1502064,Tabir Timur
1500000,Jambi,1502000,Merangin,Kabupaten,1502065,Tabir Lintas
1500000,Jambi,1502000,Merangin,Kabupaten,1502066,Margo Tabir
1500000,Jambi,1502000,Merangin,Kabupaten,1502067,Tabir Barat
1500000,Jambi,1503000,Sarolangun,Kabupaten,1503010,Batang Asai
1500000,Jambi,1503000,Sarolangun,Kabupaten,1503020,Limun
1500000,Jambi,1503000,Sarolangun,Kabupaten,1503021,Cermin Nan Gedang
1500000,Jambi,1503000,Sarolangun,Kabupaten,1503030,Pelawan
1500000,Jambi,1503000,Sarolangun,Kabupaten,1503031,Singkut
1500000,Jambi,1503000,Sarolangun,Kabupaten,1503040,Sarolangun
1500000,Jambi,1503000,Sarolangun,Kabupaten,1503041,Bathin VIII
1500000,Jambi,1503000,Sarolangun,Kabupaten,1503050,Pauh
1500000,Jambi,1503000,Sarolangun,Kabupaten,1503051,Air Hitam
1500000,Jambi,1503000,Sarolangun,Kabupaten,1503060,Mandiangin
1500000,Jambi,1503000,Sarolangun,Kabupaten,1503061,Mandiangin Timur
1500000,Jambi,1504000,Batang Hari,Kabupaten,1504010,Mersam
1500000,Jambi,1504000,Batang Hari,Kabupaten,1504011,Maro Sebo Ulu
1500000,Jambi,1504000,Batang Hari,Kabupaten,1504020,Batin XXIV
1500000,Jambi,1504000,Batang Hari,Kabupaten,1504030,Muara Tembesi
1500000,Jambi,1504000,Batang Hari,Kabupaten,1504040,Muara Bulian
1500000,Jambi,1504000,Batang Hari,Kabupaten,1504041,Bajubang
1500000,Jambi,1504000,Batang Hari,Kabupaten,1504042,Maro Sebo Ilir
1500000,Jambi,1504000,Batang Hari,Kabupaten,1504050,Pemayung
1500000,Jambi,1505000,Muaro Jambi,Kabupaten,1505010,Mestong
1500000,Jambi,1505000,Muaro Jambi,Kabupaten,1505011,Sungai Bahar
1500000,Jambi,1505000,Muaro Jambi,Kabupaten,1505012,Bahar Selatan
1500000,Jambi,1505000,Muaro Jambi,Kabupaten,1505013,Bahar Utara
1500000,Jambi,1505000,Muaro Jambi,Kabupaten,1505020,Kumpeh Ulu
1500000,Jambi,1505000,Muaro Jambi,Kabupaten,1505021,Sungai Gelam
1500000,Jambi,1505000,Muaro Jambi,Kabupaten,1505030,Kumpeh
1500000,Jambi,1505000,Muaro Jambi,Kabupaten,1505040,Maro Sebo
1500000,Jambi,1505000,Muaro Jambi,Kabupaten,1505041,Taman Rajo
1500000,Jambi,1505000,Muaro Jambi,Kabupaten,1505050,Jambi Luar Kota
1500000,Jambi,1505000,Muaro Jambi,Kabupaten,1505060,Sekernan
1500000,Jambi,1506000,Tanjung Jabung Timur,Kabupaten,1506010,Mendahara
1500000,Jambi,1506000,Tanjung Jabung Timur,Kabupaten,1506011,Mendahara Ulu
1500000,Jambi,1506000,Tanjung Jabung Timur,Kabupaten,1506012,Geragai
1500000,Jambi,1506000,Tanjung Jabung Timur,Kabupaten,1506020,Dendang
1500000,Jambi,1506000,Tanjung Jabung Timur,Kabupaten,1506031,Muara Sabak Barat
1500000,Jambi,1506000,Tanjung Jabung Timur,Kabupaten,1506032,Muara Sabak Timur
1500000,Jambi,1506000,Tanjung Jabung Timur,Kabupaten,1506033,Kuala Jambi
1500000,Jambi,1506000,Tanjung Jabung Timur,Kabupaten,1506040,Rantau Rasau
1500000,Jambi,1506000,Tanjung Jabung Timur,Kabupaten,1506041,Berbak
1500000,Jambi,1506000,Tanjung Jabung Timur,Kabupaten,1506050,Nipah Panjang
1500000,Jambi,1506000,Tanjung Jabung Timur,Kabupaten,1506060,Sadu
1500000,Jambi,1507000,Tanjung Jabung Barat,Kabupaten,1507010,Tungkal Ulu
1500000,Jambi,1507000,Tanjung Jabung Barat,Kabupaten,1507011,Merlung
1500000,Jambi,1507000,Tanjung Jabung Barat,Kabupaten,1507012,Batang Asam
1500000,Jambi,1507000,Tanjung Jabung Barat,Kabupaten,1507013,Tebing Tinggi
1500000,Jambi,1507000,Tanjung Jabung Barat,Kabupaten,1507014,Renah Mendaluh
1500000,Jambi,1507000,Tanjung Jabung Barat,Kabupaten,1507015,Muara Papalik
1500000,Jambi,1507000,Tanjung Jabung Barat,Kabupaten,1507020,Pengabuan
1500000,Jambi,1507000,Tanjung Jabung Barat,Kabupaten,1507021,Senyerang
1500000,Jambi,1507000,Tanjung Jabung Barat,Kabupaten,1507030,Tungkal Ilir
1500000,Jambi,1507000,Tanjung Jabung Barat,Kabupaten,1507031,Bram Itam
1500000,Jambi,1507000,Tanjung Jabung Barat,Kabupaten,1507032,Seberang Kota
1500000,Jambi,1507000,Tanjung Jabung Barat,Kabupaten,1507040,Betara
1500000,Jambi,1507000,Tanjung Jabung Barat,Kabupaten,1507041,Kuala Betara
1500000,Jambi,1508000,Tebo,Kabupaten,1508010,Tebo Ilir
1500000,Jambi,1508000,Tebo,Kabupaten,1508011,Muara Tabir
1500000,Jambi,1508000,Tebo,Kabupaten,1508020,Tebo Tengah
1500000,Jambi,1508000,Tebo,Kabupaten,1508021,Sumay
1500000,Jambi,1508000,Tebo,Kabupaten,1508022,Tengah Ilir
1500000,Jambi,1508000,Tebo,Kabupaten,1508030,Rimbo Bujang
1500000,Jambi,1508000,Tebo,Kabupaten,1508031,Rimbo Ulu
1500000,Jambi,1508000,Tebo,Kabupaten,1508032,Rimbo Ilir
1500000,Jambi,1508000,Tebo,Kabupaten,1508040,Tebo Ulu
1500000,Jambi,1508000,Tebo,Kabupaten,1508041,VII Koto
1500000,Jambi,1508000,Tebo,Kabupaten,1508042,Serai Serumpun
1500000,Jambi,1508000,Tebo,Kabupaten,1508043,VII Koto Ilir
1500000,Jambi,1509000,Bungo,Kabupaten,1509010,Pelepat
1500000,Jambi,1509000,Bungo,Kabupaten,1509011,Pelepat Ilir
1500000,Jambi,1509000,Bungo,Kabupaten,1509021,Bathin II Babeko
1500000,Jambi,1509000,Bungo,Kabupaten,1509022,Rimbo Tengah
1500000,Jambi,1509000,Bungo,Kabupaten,1509023,Bungo Dani
1500000,Jambi,1509000,Bungo,Kabupaten,1509024,Pasar Muara Bungo
1500000,Jambi,1509000,Bungo,Kabupaten,1509025,Bathin III
1500000,Jambi,1509000,Bungo,Kabupaten,1509030,Rantau Pandan
